;caseID;action;type;play_pattern;under_pressure;shot_assist;length;recipient;startTime;period;minute;duration;endTime;possession_team;team_action;player;body_part;start_X;start_Y;end_X;end_Y;result;home_team;away_team;action_type;action_count;action_type_count;gameID;action_result;action_type_result;zoneStart;zoneEnd
0;753610;Ball Recovery;None;Regular Play;None;None;;;2023-12-01 00:03:17.573;1;3;;2023-12-01 00:03:17.573;Belgium;Belgium;Thibaut Courtois;;6.0;33.0;;;None;Panama;Belgium;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7536;Ball Recovery_None;Ball Recovery_None_None;Zone 5;Zone 12
1;753610;Pass;None;Regular Play;None;None;23.43075;Yannick Ferreira Carrasco;2023-12-01 00:03:20.373;1;3;1.159;2023-12-01 00:03:21.532;Belgium;Belgium;Thibaut Courtois;Keeper Arm;16.0;21.0;31.0;3.0;None;Panama;Belgium;Pass_None;Pass_1;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 5;Zone 2
2;753610;Foul Committed;None;Regular Play;None;None;;;2023-12-01 00:03:24.053;1;3;;2023-12-01 00:03:24.053;Belgium;Panama;Erick Javier Davis Grajales;;89.0;79.0;;;None;Panama;Belgium;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7536;Foul Committed_None;Foul Committed_None_None;Zone 11;Zone 12
3;7536100;Pass;Kick Off;From Kick Off;None;None;7.28011;Axel Witsel;2023-12-01 00:00:00.493;2;45;1.04;2023-12-01 00:00:01.533;Belgium;Belgium;Romelu Lukaku Menama;Left Foot;61.0;40.0;54.0;42.0;None;Panama;Belgium;Pass_Kick Off;Pass_1;Pass_Kick Off_1;7536;Pass_None;Pass_Kick Off_None;Zone 7;Zone 6
4;7536100;Pass;None;From Kick Off;None;None;16.03122;Yannick Ferreira Carrasco;2023-12-01 00:00:01.973;2;45;1.12;2023-12-01 00:00:03.093;Belgium;Belgium;Axel Witsel;Right Foot;54.0;42.0;55.0;26.0;None;Panama;Belgium;Pass_None;Pass_2;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 6;Zone 6
5;7536100;Pressure;None;From Kick Off;None;None;;;2023-12-01 00:00:03.000;2;45;0.613;2023-12-01 00:00:03.613;Belgium;Panama;Edgar Yoel Bárcenas Herrera;;56.0;54.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 6;Zone 12
6;7536100;Pass;None;From Kick Off;True;None;24.083189;Anga Dedryck Boyata;2023-12-01 00:00:03.533;2;45;1.8;2023-12-01 00:00:05.333;Belgium;Belgium;Yannick Ferreira Carrasco;Left Foot;55.0;25.0;37.0;41.0;None;Panama;Belgium;Pass_None;Pass_3;Pass_None_2;7536;Pass_None;Pass_None_None;Zone 6;Zone 6
7;7536100;Pass;None;From Kick Off;None;None;20.248457;Kevin De Bruyne;2023-12-01 00:00:06.733;2;45;1.32;2023-12-01 00:00:08.053;Belgium;Belgium;Anga Dedryck Boyata;Right Foot;38.0;44.0;55.0;55.0;None;Panama;Belgium;Pass_None;Pass_4;Pass_None_3;7536;Pass_None;Pass_None_None;Zone 6;Zone 6
8;7536100;Pass;None;From Kick Off;None;None;12.0415945;Axel Witsel;2023-12-01 00:00:11.973;2;45;0.8;2023-12-01 00:00:12.773;Belgium;Belgium;Kevin De Bruyne;Right Foot;63.0;60.0;64.0;48.0;None;Panama;Belgium;Pass_None;Pass_5;Pass_None_4;7536;Pass_None;Pass_None_None;Zone 7;Zone 7
9;7536100;Pass;None;From Kick Off;None;None;18.681541;Jan Vertonghen;2023-12-01 00:00:15.013;2;45;1.24;2023-12-01 00:00:16.253;Belgium;Belgium;Axel Witsel;Right Foot;65.0;43.0;60.0;25.0;None;Panama;Belgium;Pass_None;Pass_6;Pass_None_5;7536;Pass_None;Pass_None_None;Zone 7;Zone 7
10;7536100;Pass;None;From Kick Off;None;None;30.232433;Yannick Ferreira Carrasco;2023-12-01 00:00:17.573;2;45;1.76;2023-12-01 00:00:19.333;Belgium;Belgium;Jan Vertonghen;Left Foot;61.0;20.0;86.0;3.0;None;Panama;Belgium;Pass_None;Pass_7;Pass_None_6;7536;Pass_None;Pass_None_None;Zone 7;Zone 3
11;7536100;Pass;None;From Kick Off;None;None;24.186773;Jan Vertonghen;2023-12-01 00:00:21.293;2;45;1.72;2023-12-01 00:00:23.013;Belgium;Belgium;Yannick Ferreira Carrasco;Right Foot;86.0;3.0;65.0;15.0;None;Panama;Belgium;Pass_None;Pass_8;Pass_None_7;7536;Pass_None;Pass_None_None;Zone 3;Zone 3
12;7536100;Pass;None;From Kick Off;None;None;38.052597;Toby Albertine Maurits Alderweireld;2023-12-01 00:00:23.973;2;45;2.24;2023-12-01 00:00:26.213;Belgium;Belgium;Jan Vertonghen;Left Foot;66.0;14.0;64.0;52.0;None;Panama;Belgium;Pass_None;Pass_9;Pass_None_8;7536;Pass_None;Pass_None_None;Zone 3;Zone 7
13;7536100;Pass;None;From Kick Off;None;None;11.18034;Axel Witsel;2023-12-01 00:00:30.293;2;45;1.04;2023-12-01 00:00:31.333;Belgium;Belgium;Toby Albertine Maurits Alderweireld;Right Foot;70.0;59.0;68.0;48.0;None;Panama;Belgium;Pass_None;Pass_10;Pass_None_9;7536;Pass_None;Pass_None_None;Zone 7;Zone 7
14;7536100;Pressure;None;From Kick Off;None;None;;;2023-12-01 00:00:34.400;2;45;0.413;2023-12-01 00:00:34.813;Belgium;Panama;Blas Antonio Miguel Pérez Ortega;;39.0;35.0;;;None;Panama;Belgium;Pressure_None;Pressure_2;Pressure_None_2;7536;Pressure_None;Pressure_None_None;Zone 6;Zone 12
15;7536100;Pass;None;From Kick Off;None;None;18.788294;Toby Albertine Maurits Alderweireld;2023-12-01 00:00:36.773;2;45;1.64;2023-12-01 00:00:38.413;Belgium;Belgium;Axel Witsel;Right Foot;72.0;49.0;80.0;66.0;None;Panama;Belgium;Pass_None;Pass_11;Pass_None_10;7536;Pass_None;Pass_None_None;Zone 7;Zone 11
16;7536100;Pass;None;From Kick Off;None;None;9.219544;Dries Mertens;2023-12-01 00:00:40.773;2;45;0.759;2023-12-01 00:00:41.532;Belgium;Belgium;Toby Albertine Maurits Alderweireld;Right Foot;85.0;70.0;94.0;72.0;None;Panama;Belgium;Pass_None;Pass_12;Pass_None_11;7536;Pass_None;Pass_None_None;Zone 11;Zone 11
17;7536100;Foul Committed;None;From Kick Off;None;None;;;2023-12-01 00:00:42.053;2;45;;2023-12-01 00:00:42.053;Belgium;Panama;Erick Javier Davis Grajales;;29.0;10.0;;;None;Panama;Belgium;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7536;Foul Committed_None;Foul Committed_None_None;Zone 2;Zone 12
18;7536101;Pass;Free Kick;From Free Kick;None;None;30.528675;Anga Dedryck Boyata;2023-12-01 00:01:12.293;2;46;1.067;2023-12-01 00:01:13.360;Belgium;Belgium;Kevin De Bruyne;Right Foot;91.0;72.0;107.0;46.0;Incomplete;Panama;Belgium;Pass_Free Kick;Pass_1;Pass_Free Kick_1;7536;Pass_Incomplete;Pass_Free Kick_Incomplete;Zone 11;Zone 8
19;7536101;Clearance;None;From Free Kick;None;None;;;2023-12-01 00:01:13.360;2;46;;2023-12-01 00:01:13.360;Belgium;Panama;Blas Antonio Miguel Pérez Ortega;;14.0;35.0;;;None;Panama;Belgium;Clearance_None;Clearance_1;Clearance_None_1;7536;Clearance_None;Clearance_None_None;Zone 5;Zone 12
20;7536101;Ball Recovery;None;From Free Kick;None;None;;;2023-12-01 00:01:14.133;2;46;;2023-12-01 00:01:14.133;Belgium;Panama;Erick Javier Davis Grajales;;20.0;22.0;;;None;Panama;Belgium;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7536;Ball Recovery_None;Ball Recovery_None_None;Zone 6;Zone 12
21;7536101;Pass;None;From Free Kick;None;None;27.018513;José Luis Rodriguez;2023-12-01 00:01:16.080;2;46;2.373;2023-12-01 00:01:18.453;Belgium;Panama;Erick Javier Davis Grajales;Left Foot;23.0;22.0;40.0;1.0;Out;Panama;Belgium;Pass_None;Pass_2;Pass_None_1;7536;Pass_Out;Pass_None_Out;Zone 6;Zone 2
22;7536101;Pressure;None;From Free Kick;None;None;;;2023-12-01 00:01:17.573;2;46;0.64;2023-12-01 00:01:18.213;Belgium;Belgium;Kevin De Bruyne;;84.0;77.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 11;Zone 12
23;7536102;Pass;Throw-in;From Throw In;None;None;17.720045;Thomas Meunier;2023-12-01 00:01:22.453;2;46;2.2;2023-12-01 00:01:24.653;Belgium;Belgium;Kevin De Bruyne;;78.0;80.0;61.0;75.0;None;Panama;Belgium;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7536;Pass_None;Pass_Throw-in_None;Zone 11;Zone 11
24;7536102;Pass;None;From Throw In;None;None;18.027756;Anga Dedryck Boyata;2023-12-01 00:01:26.013;2;46;0.88;2023-12-01 00:01:26.893;Belgium;Belgium;Thomas Meunier;Right Foot;60.0;64.0;54.0;47.0;None;Panama;Belgium;Pass_None;Pass_2;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 11;Zone 6
25;7536102;Pass;None;From Throw In;None;None;15.556349;Axel Witsel;2023-12-01 00:01:28.973;2;46;0.92;2023-12-01 00:01:29.893;Belgium;Belgium;Anga Dedryck Boyata;Left Foot;58.0;44.0;69.0;55.0;None;Panama;Belgium;Pass_None;Pass_3;Pass_None_2;7536;Pass_None;Pass_None_None;Zone 6;Zone 7
26;7536102;Pass;None;From Throw In;None;None;10.049875;Kevin De Bruyne;2023-12-01 00:01:31.413;2;46;0.72;2023-12-01 00:01:32.133;Belgium;Belgium;Axel Witsel;Right Foot;70.0;58.0;80.0;59.0;None;Panama;Belgium;Pass_None;Pass_4;Pass_None_3;7536;Pass_None;Pass_None_None;Zone 7;Zone 7
27;7536102;Pressure;None;From Throw In;None;None;;;2023-12-01 00:01:32.640;2;46;0.693;2023-12-01 00:01:33.333;Belgium;Panama;Armando Enrique Cooper Whitaker;;39.0;14.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 2;Zone 12
28;7536102;Pass;None;From Throw In;True;None;18.384777;Dries Mertens;2023-12-01 00:01:33.293;2;46;1.16;2023-12-01 00:01:34.453;Belgium;Belgium;Kevin De Bruyne;Right Foot;84.0;63.0;101.0;70.0;None;Panama;Belgium;Pass_None;Pass_5;Pass_None_4;7536;Pass_None;Pass_None_None;Zone 7;Zone 11
29;7536102;Pass;None;From Throw In;None;None;26.24881;Romelu Lukaku Menama;2023-12-01 00:01:35.973;2;46;1.387;2023-12-01 00:01:37.360;Belgium;Belgium;Dries Mertens;Right Foot;105.0;65.0;113.0;40.0;Incomplete;Panama;Belgium;Pass_None;Pass_6;Pass_None_5;7536;Pass_Incomplete;Pass_None_Incomplete;Zone 12;Zone 8
30;7536102;Clearance;None;From Throw In;None;None;;;2023-12-01 00:01:37.360;2;46;;2023-12-01 00:01:37.360;Belgium;Panama;Román Aureliano Torres Morcillo;;8.0;41.0;;;None;Panama;Belgium;Clearance_None;Clearance_1;Clearance_None_1;7536;Clearance_None;Clearance_None_None;Zone 5;Zone 12
31;7536102;Clearance;None;From Throw In;None;None;;;2023-12-01 00:01:39.440;2;46;;2023-12-01 00:01:39.440;Belgium;Panama;Fidel Escobar Mendieta;;12.0;24.0;;;None;Panama;Belgium;Clearance_None;Clearance_2;Clearance_None_2;7536;Clearance_None;Clearance_None_None;Zone 5;Zone 12
32;7536102;Ball Recovery;None;From Throw In;None;None;;;2023-12-01 00:01:40.213;2;46;;2023-12-01 00:01:40.213;Belgium;Belgium;Dries Mertens;;106.0;60.0;;;None;Panama;Belgium;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7536;Ball Recovery_None;Ball Recovery_None_None;Zone 8;Zone 12
33;7536102;Shot;Open Play;From Throw In;None;None;;;2023-12-01 00:01:40.400;2;46;1.733;2023-12-01 00:01:42.133;Belgium;Belgium;Dries Mertens;Right Foot;105.0;59.0;120.0;36.4;Goal;Panama;Belgium;Shot_Open Play;Shot_1;Shot_Open Play_1;7536;Shot_Goal;Shot_Open Play_Goal;Zone 8;Zone 8
34;7536102;Goal Keeper;Goal Conceded;From Throw In;None;None;;;2023-12-01 00:01:42.133;2;46;;2023-12-01 00:01:42.133;Belgium;Panama;Jaime Manuel Penedo Cano;;4.0;36.0;;;No Touch;Panama;Belgium;Goal Keeper_Goal Conceded;Goal Keeper_1;Goal Keeper_Goal Conceded_1;7536;Goal Keeper_No Touch;Goal Keeper_Goal Conceded_No Touch;Zone 5;Zone 12
35;7536103;Pass;None;Regular Play;None;None;36.23534;Michael Amir Murillo Bermudez;2023-12-01 00:02:44.600;2;47;1.973;2023-12-01 00:02:46.573;Panama;Panama;Armando Enrique Cooper Whitaker;Right Foot;59.0;43.0;36.0;71.0;None;Panama;Belgium;Pass_None;Pass_1;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 6;Zone 10
36;7536103;Pressure;None;Regular Play;None;None;;;2023-12-01 00:02:47.733;2;47;0.6;2023-12-01 00:02:48.333;Panama;Belgium;Yannick Ferreira Carrasco;;66.0;8.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 3;Zone 12
37;7536103;Pass;None;Regular Play;True;None;57.245087;Blas Antonio Miguel Pérez Ortega;2023-12-01 00:02:48.093;2;47;2.6;2023-12-01 00:02:50.693;Panama;Panama;Michael Amir Murillo Bermudez;Right Foot;36.0;73.0;90.0;54.0;Incomplete;Panama;Belgium;Pass_None;Pass_2;Pass_None_2;7536;Pass_Incomplete;Pass_None_Incomplete;Zone 10;Zone 7
38;7536103;Pass;Recovery;Regular Play;None;None;17.029387;Kevin De Bruyne;2023-12-01 00:02:50.693;2;47;2.919;2023-12-01 00:02:53.612;Panama;Belgium;Anga Dedryck Boyata;Head;31.0;27.0;30.0;44.0;None;Panama;Belgium;Pass_Recovery;Pass_3;Pass_Recovery_1;7536;Pass_None;Pass_Recovery_None;Zone 6;Zone 6
39;7536103;Pressure;None;Regular Play;None;None;;;2023-12-01 00:02:52.493;2;47;0.68;2023-12-01 00:02:53.173;Panama;Panama;Aníbal Cesis Godoy;;83.0;42.0;;;None;Panama;Belgium;Pressure_None;Pressure_2;Pressure_None_2;7536;Pressure_None;Pressure_None_None;Zone 7;Zone 12
40;7536103;Miscontrol;None;Regular Play;None;None;;;2023-12-01 00:02:53.893;2;47;;2023-12-01 00:02:53.893;Panama;Belgium;Kevin De Bruyne;;31.0;44.0;;;None;Panama;Belgium;Miscontrol_None;Miscontrol_1;Miscontrol_None_1;7536;Miscontrol_None;Miscontrol_None_None;Zone 6;Zone 12
41;7536103;Ball Recovery;None;Regular Play;None;None;;;2023-12-01 00:02:54.720;2;47;;2023-12-01 00:02:54.720;Panama;Panama;Blas Antonio Miguel Pérez Ortega;;93.0;42.0;;;None;Panama;Belgium;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7536;Ball Recovery_None;Ball Recovery_None_None;Zone 7;Zone 12
42;7536103;Dribbled Past;None;Regular Play;None;None;;;2023-12-01 00:02:55.200;2;47;;2023-12-01 00:02:55.200;Panama;Belgium;Kevin De Bruyne;;27.0;41.0;;;None;Panama;Belgium;Dribbled Past_None;Dribbled Past_1;Dribbled Past_None_1;7536;Dribbled Past_None;Dribbled Past_None_None;Zone 6;Zone 12
43;7536103;Dribble;None;Regular Play;None;None;;;2023-12-01 00:02:55.200;2;47;;2023-12-01 00:02:55.200;Panama;Panama;Blas Antonio Miguel Pérez Ortega;;94.0;40.0;;;Complete;Panama;Belgium;Dribble_None;Dribble_1;Dribble_None_1;7536;Dribble_Complete;Dribble_None_Complete;Zone 7;Zone 12
44;7536103;Dribbled Past;None;Regular Play;None;None;;;2023-12-01 00:02:56.640;2;47;;2023-12-01 00:02:56.640;Panama;Belgium;Kevin De Bruyne;;26.0;42.0;;;None;Panama;Belgium;Dribbled Past_None;Dribbled Past_2;Dribbled Past_None_2;7536;Dribbled Past_None;Dribbled Past_None_None;Zone 6;Zone 12
45;7536103;Dribble;None;Regular Play;None;None;;;2023-12-01 00:02:56.640;2;47;;2023-12-01 00:02:56.640;Panama;Panama;Blas Antonio Miguel Pérez Ortega;;95.0;39.0;;;Incomplete;Panama;Belgium;Dribble_None;Dribble_2;Dribble_None_2;7536;Dribble_Incomplete;Dribble_None_Incomplete;Zone 7;Zone 12
46;7536104;Pass;Recovery;From Counter;None;None;9.899495;Dries Mertens;2023-12-01 00:02:57.733;2;47;1.4;2023-12-01 00:02:59.133;Belgium;Belgium;Anga Dedryck Boyata;;23.0;40.0;30.0;47.0;None;Panama;Belgium;Pass_Recovery;Pass_1;Pass_Recovery_1;7536;Pass_None;Pass_Recovery_None;Zone 6;Zone 6
47;7536104;Pass;None;From Counter;None;None;18.027756;Eden Hazard;2023-12-01 00:02:59.173;2;47;1.68;2023-12-01 00:03:00.853;Belgium;Belgium;Dries Mertens;Head;30.0;45.0;45.0;35.0;None;Panama;Belgium;Pass_None;Pass_2;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 6;Zone 6
48;7536104;Pressure;None;From Counter;None;None;;;2023-12-01 00:03:00.200;2;48;0.773;2023-12-01 00:03:00.973;Belgium;Panama;Gabriel Enrique Gómez Girón;;80.0;40.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 7;Zone 12
49;7536104;Pressure;None;From Counter;None;None;;;2023-12-01 00:03:03.720;2;48;1.573;2023-12-01 00:03:05.293;Belgium;Panama;Armando Enrique Cooper Whitaker;;69.0;44.0;;;None;Panama;Belgium;Pressure_None;Pressure_2;Pressure_None_2;7536;Pressure_None;Pressure_None_None;Zone 7;Zone 12
50;7536104;Foul Committed;None;From Counter;None;None;;;2023-12-01 00:03:07.093;2;48;;2023-12-01 00:03:07.093;Belgium;Panama;Armando Enrique Cooper Whitaker;;38.0;26.0;;;None;Panama;Belgium;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7536;Foul Committed_None;Foul Committed_None_None;Zone 6;Zone 12
51;7536105;Pass;Free Kick;From Free Kick;None;None;31.622776;Jan Vertonghen;2023-12-01 00:03:46.893;2;48;1.4;2023-12-01 00:03:48.293;Belgium;Belgium;Kevin De Bruyne;Right Foot;83.0;55.0;109.0;37.0;Incomplete;Panama;Belgium;Pass_Free Kick;Pass_1;Pass_Free Kick_1;7536;Pass_Incomplete;Pass_Free Kick_Incomplete;Zone 7;Zone 8
52;7536105;Clearance;None;From Free Kick;None;None;;;2023-12-01 00:03:48.293;2;48;;2023-12-01 00:03:48.293;Belgium;Panama;Román Aureliano Torres Morcillo;;12.0;44.0;;;None;Panama;Belgium;Clearance_None;Clearance_1;Clearance_None_1;7536;Clearance_None;Clearance_None_None;Zone 5;Zone 12
53;7536106;Pass;Throw-in;From Throw In;None;None;20.22375;Kevin De Bruyne;2023-12-01 00:03:57.653;2;48;2.267;2023-12-01 00:03:59.920;Belgium;Belgium;Dries Mertens;;99.0;80.0;79.0;77.0;Incomplete;Panama;Belgium;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7536;Pass_Incomplete;Pass_Throw-in_Incomplete;Zone 11;Zone 11
54;7536107;Interception;None;Regular Play;None;None;;;2023-12-01 00:03:59.920;2;48;;2023-12-01 00:03:59.920;Panama;Panama;Armando Enrique Cooper Whitaker;;42.0;4.0;;;Won;Panama;Belgium;Interception_None;Interception_1;Interception_None_1;7536;Interception_Won;Interception_None_Won;Zone 2;Zone 12
55;7536107;Dribbled Past;None;Regular Play;None;None;;;2023-12-01 00:04:00.880;2;49;;2023-12-01 00:04:00.880;Panama;Belgium;Kevin De Bruyne;;75.0;77.0;;;None;Panama;Belgium;Dribbled Past_None;Dribbled Past_1;Dribbled Past_None_1;7536;Dribbled Past_None;Dribbled Past_None_None;Zone 11;Zone 12
56;7536107;Dribble;None;Regular Play;None;None;;;2023-12-01 00:04:00.880;2;49;;2023-12-01 00:04:00.880;Panama;Panama;Armando Enrique Cooper Whitaker;;46.0;4.0;;;Complete;Panama;Belgium;Dribble_None;Dribble_1;Dribble_None_1;7536;Dribble_Complete;Dribble_None_Complete;Zone 2;Zone 12
57;7536107;Pressure;None;Regular Play;None;None;;;2023-12-01 00:04:06.212;2;49;0.36;2023-12-01 00:04:06.572;Panama;Belgium;Thomas Meunier;;35.0;64.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 10;Zone 12
58;7536107;Pass;None;Regular Play;True;None;4.1231055;Blas Antonio Miguel Pérez Ortega;2023-12-01 00:04:06.480;2;49;0.373;2023-12-01 00:04:06.853;Panama;Panama;Armando Enrique Cooper Whitaker;Right Foot;86.0;9.0;87.0;13.0;Incomplete;Panama;Belgium;Pass_None;Pass_1;Pass_None_1;7536;Pass_Incomplete;Pass_None_Incomplete;Zone 3;Zone 3
59;7536107;Block;None;Regular Play;None;None;;;2023-12-01 00:04:06.853;2;49;;2023-12-01 00:04:06.853;Panama;Belgium;Thomas Meunier;;34.0;68.0;;;None;Panama;Belgium;Block_None;Block_1;Block_None_1;7536;Block_None;Block_None_None;Zone 10;Zone 12
60;7536108;Pass;Recovery;From Counter;None;None;6.0827627;Kevin De Bruyne;2023-12-01 00:04:07.813;2;49;1.159;2023-12-01 00:04:08.972;Belgium;Belgium;Thomas Meunier;Head;29.0;66.0;35.0;67.0;None;Panama;Belgium;Pass_Recovery;Pass_1;Pass_Recovery_1;7536;Pass_None;Pass_Recovery_None;Zone 10;Zone 10
61;7536108;Pass;None;From Counter;None;None;25.179358;Romelu Lukaku Menama;2023-12-01 00:04:09.893;2;49;1.16;2023-12-01 00:04:11.053;Belgium;Belgium;Kevin De Bruyne;Right Foot;39.0;63.0;64.0;60.0;None;Panama;Belgium;Pass_None;Pass_2;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 6;Zone 7
62;7536108;Pass;None;From Counter;None;None;10.630146;Eden Hazard;2023-12-01 00:04:11.333;2;49;0.84;2023-12-01 00:04:12.173;Belgium;Belgium;Romelu Lukaku Menama;Left Foot;64.0;54.0;56.0;47.0;None;Panama;Belgium;Pass_None;Pass_3;Pass_None_2;7536;Pass_None;Pass_None_None;Zone 7;Zone 6
63;7536108;Pass;None;From Counter;None;None;33.941124;Dries Mertens;2023-12-01 00:04:15.453;2;49;2.027;2023-12-01 00:04:17.480;Belgium;Belgium;Eden Hazard;Right Foot;71.0;47.0;95.0;71.0;Incomplete;Panama;Belgium;Pass_None;Pass_4;Pass_None_3;7536;Pass_Incomplete;Pass_None_Incomplete;Zone 7;Zone 11
64;7536109;Interception;None;From Counter;None;None;;;2023-12-01 00:04:17.480;2;49;;2023-12-01 00:04:17.480;Panama;Panama;Erick Javier Davis Grajales;;26.0;10.0;;;Won;Panama;Belgium;Interception_None;Interception_1;Interception_None_1;7536;Interception_Won;Interception_None_Won;Zone 2;Zone 12
65;7536109;Pass;None;From Counter;None;None;10.0;Gabriel Enrique Gómez Girón;2023-12-01 00:04:22.360;2;49;0.853;2023-12-01 00:04:23.213;Panama;Panama;Erick Javier Davis Grajales;Right Foot;44.0;3.0;38.0;11.0;None;Panama;Belgium;Pass_None;Pass_1;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 2;Zone 2
66;7536109;Pass;None;From Counter;None;None;15.6205;Aníbal Cesis Godoy;2023-12-01 00:04:24.640;2;49;0.773;2023-12-01 00:04:25.413;Panama;Panama;Gabriel Enrique Gómez Girón;Right Foot;39.0;17.0;51.0;27.0;None;Panama;Belgium;Pass_None;Pass_2;Pass_None_2;7536;Pass_None;Pass_None_None;Zone 6;Zone 6
67;7536109;Pass;None;From Counter;None;None;39.0;Michael Amir Murillo Bermudez;2023-12-01 00:04:27.013;2;49;2.399;2023-12-01 00:04:29.412;Panama;Panama;Aníbal Cesis Godoy;Left Foot;52.0;29.0;52.0;68.0;None;Panama;Belgium;Pass_None;Pass_3;Pass_None_3;7536;Pass_None;Pass_None_None;Zone 6;Zone 10
68;7536109;Pressure;None;From Counter;None;None;;;2023-12-01 00:04:28.933;2;49;1.24;2023-12-01 00:04:30.173;Panama;Belgium;Yannick Ferreira Carrasco;;63.0;19.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 7;Zone 12
69;7536109;Pass;None;From Counter;None;None;18.110771;Edgar Yoel Bárcenas Herrera;2023-12-01 00:04:30.520;2;49;0.853;2023-12-01 00:04:31.373;Panama;Panama;Michael Amir Murillo Bermudez;Right Foot;54.0;76.0;72.0;78.0;None;Panama;Belgium;Pass_None;Pass_4;Pass_None_4;7536;Pass_None;Pass_None_None;Zone 10;Zone 11
70;7536109;Pressure;None;From Counter;None;None;;;2023-12-01 00:04:31.812;2;49;0.52;2023-12-01 00:04:32.332;Panama;Belgium;Jan Vertonghen;;50.0;4.0;;;None;Panama;Belgium;Pressure_None;Pressure_2;Pressure_None_2;7536;Pressure_None;Pressure_None_None;Zone 2;Zone 12
71;7536109;Pass;None;From Counter;True;None;10.770329;Michael Amir Murillo Bermudez;2023-12-01 00:04:32.213;2;49;0.76;2023-12-01 00:04:32.973;Panama;Panama;Edgar Yoel Bárcenas Herrera;Right Foot;72.0;76.0;76.0;66.0;None;Panama;Belgium;Pass_None;Pass_5;Pass_None_5;7536;Pass_None;Pass_None_None;Zone 11;Zone 11
72;7536109;Pass;None;From Counter;None;None;10.29563;Blas Antonio Miguel Pérez Ortega;2023-12-01 00:04:34.773;2;49;0.597;2023-12-01 00:04:35.370;Panama;Panama;Michael Amir Murillo Bermudez;Right Foot;85.0;58.0;90.0;49.0;None;Panama;Belgium;Pass_None;Pass_6;Pass_None_6;7536;Pass_None;Pass_None_None;Zone 7;Zone 7
73;7536109;Pass;None;From Counter;None;None;11.661903;Michael Amir Murillo Bermudez;2023-12-01 00:04:35.370;2;49;1.163;2023-12-01 00:04:36.533;Panama;Panama;Blas Antonio Miguel Pérez Ortega;Right Foot;90.0;49.0;100.0;55.0;Incomplete;Panama;Belgium;Pass_None;Pass_7;Pass_None_7;7536;Pass_Incomplete;Pass_None_Incomplete;Zone 7;Zone 7
74;753611;Pass;Free Kick;From Free Kick;None;None;19.416489;Axel Witsel;2023-12-01 00:03:29.160;1;3;1.333;2023-12-01 00:03:30.493;Belgium;Belgium;Yannick Ferreira Carrasco;Left Foot;31.0;6.0;35.0;25.0;None;Panama;Belgium;Pass_Free Kick;Pass_1;Pass_Free Kick_1;7536;Pass_None;Pass_Free Kick_None;Zone 2;Zone 6
75;753611;Pass;None;From Free Kick;None;None;47.423622;Toby Albertine Maurits Alderweireld;2023-12-01 00:03:32.280;1;3;2.653;2023-12-01 00:03:34.933;Belgium;Belgium;Axel Witsel;Right Foot;38.0;30.0;58.0;73.0;None;Panama;Belgium;Pass_None;Pass_2;Pass_None_1;7536;Pass_None;Pass_None_None;Zone 6;Zone 10
76;753611;Pressure;None;From Free Kick;None;None;;;2023-12-01 00:03:37.013;1;3;1.186;2023-12-01 00:03:38.199;Belgium;Panama;Aníbal Cesis Godoy;;46.0;15.0;;;None;Panama;Belgium;Pressure_None;Pressure_1;Pressure_None_1;7536;Pressure_None;Pressure_None_None;Zone 2;Zone 12
