;caseID;action;type;play_pattern;under_pressure;shot_assist;length;recipient;startTime;period;minute;duration;endTime;possession_team;team_action;player;body_part;start_X;start_Y;end_X;end_Y;result;home_team;away_team;action_type;action_count;action_type_count;gameID;action_result;action_type_result;zoneStart;zoneEnd
0;753010;Pressure;None;Regular Play;None;None;;;2023-12-01 00:04:44.891;1;4;0.438;2023-12-01 00:04:45.329;France;Australia;Robbie Kruse;;113.0;5.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 4;Zone 12
1;753010;Pass;None;Regular Play;True;None;51.0;Kylian Mbappé Lottin;2023-12-01 00:04:45.196;1;4;3.493;2023-12-01 00:04:48.689;France;France;Benjamin Pavard;Right Foot;7.0;78.0;58.0;78.0;Incomplete;Australia;France;Pass_None;Pass_1;Pass_None_1;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 9;Zone 10
2;753010;Pass;Recovery;Regular Play;None;None;16.03122;Aziz Eraltay Behich;2023-12-01 00:04:48.689;1;4;2.2;2023-12-01 00:04:50.889;France;Australia;Mark Milligan;Head;63.0;3.0;79.0;4.0;Incomplete;Australia;France;Pass_Recovery;Pass_2;Pass_Recovery_1;7530;Pass_Incomplete;Pass_Recovery_Incomplete;Zone 3;Zone 3
3;753010;Ball Recovery;None;Regular Play;None;None;;;2023-12-01 00:04:50.889;1;4;;2023-12-01 00:04:50.889;France;France;Corentin Tolisso;;42.0;77.0;;;None;Australia;France;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7530;Ball Recovery_None;Ball Recovery_None_None;Zone 10;Zone 12
4;753010;Pass;None;Regular Play;None;None;3.0;Antoine Griezmann;2023-12-01 00:04:51.409;1;4;0.84;2023-12-01 00:04:52.249;France;France;Corentin Tolisso;Right Foot;45.0;77.0;48.0;77.0;Incomplete;Australia;France;Pass_None;Pass_3;Pass_None_2;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 10;Zone 10
5;7530100;Pass;Throw-in;From Throw In;None;None;10.0;Paul Labile Pogba;2023-12-01 00:01:44.400;2;46;0.693;2023-12-01 00:01:45.093;France;France;Kylian Mbappé Lottin;;90.0;1.0;84.0;9.0;None;Australia;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7530;Pass_None;Pass_Throw-in_None;Zone 3;Zone 3
6;7530100;Pass;None;From Throw In;None;None;7.81025;Kylian Mbappé Lottin;2023-12-01 00:01:45.120;2;46;0.773;2023-12-01 00:01:45.893;France;France;Paul Labile Pogba;Right Foot;85.0;8.0;90.0;2.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 3;Zone 3
7;7530100;Dribble;None;From Throw In;None;None;;;2023-12-01 00:01:46.253;2;46;;2023-12-01 00:01:46.253;France;France;Kylian Mbappé Lottin;;92.0;2.0;;;Incomplete;Australia;France;Dribble_None;Dribble_1;Dribble_None_1;7530;Dribble_Incomplete;Dribble_None_Incomplete;Zone 3;Zone 12
8;7530101;Pass;Throw-in;From Throw In;None;None;8.602325;N'Golo Kanté;2023-12-01 00:01:58.080;2;46;1.0;2023-12-01 00:01:59.080;France;France;Lucas Hernández Pi;;99.0;1.0;92.0;6.0;None;Australia;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7530;Pass_None;Pass_Throw-in_None;Zone 3;Zone 3
9;7530101;Pressure;None;From Throw In;None;None;;;2023-12-01 00:01:58.760;2;46;3.0;2023-12-01 00:02:01.760;France;Australia;Tom Rogić;;27.0;74.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 10;Zone 12
10;7530101;Pass;None;From Throw In;True;None;8.0;Paul Labile Pogba;2023-12-01 00:02:01.200;2;47;0.813;2023-12-01 00:02:02.013;France;France;N'Golo Kanté;Right Foot;94.0;8.0;94.0;16.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 3;Zone 7
11;7530101;Pressure;None;From Throw In;None;None;;;2023-12-01 00:02:02.000;2;47;1.92;2023-12-01 00:02:03.920;France;Australia;Mile Jedinak;;25.0;67.0;;;None;Australia;France;Pressure_None;Pressure_2;Pressure_None_2;7530;Pressure_None;Pressure_None_None;Zone 10;Zone 12
12;7530101;Pressure;None;From Throw In;None;None;;;2023-12-01 00:02:02.213;2;47;1.88;2023-12-01 00:02:04.093;France;Australia;Tom Rogić;;26.0;68.0;;;None;Australia;France;Pressure_None;Pressure_3;Pressure_None_3;7530;Pressure_None;Pressure_None_None;Zone 10;Zone 12
13;7530101;Pass;None;From Throw In;True;None;19.697716;Corentin Tolisso;2023-12-01 00:02:03.960;2;47;1.133;2023-12-01 00:02:05.093;France;France;Paul Labile Pogba;Right Foot;91.0;19.0;83.0;37.0;None;Australia;France;Pass_None;Pass_3;Pass_None_2;7530;Pass_None;Pass_None_None;Zone 7;Zone 7
14;7530101;Pass;None;From Throw In;None;None;41.677334;Benjamin Pavard;2023-12-01 00:02:07.280;2;47;1.733;2023-12-01 00:02:09.013;France;France;Corentin Tolisso;Right Foot;82.0;40.0;103.0;76.0;None;Australia;France;Pass_None;Pass_4;Pass_None_3;7530;Pass_None;Pass_None_None;Zone 7;Zone 12
15;7530101;Pressure;None;From Throw In;None;None;;;2023-12-01 00:02:11.080;2;47;1.173;2023-12-01 00:02:12.253;France;Australia;Aziz Eraltay Behich;;15.0;15.0;;;None;Australia;France;Pressure_None;Pressure_4;Pressure_None_4;7530;Pressure_None;Pressure_None_None;Zone 1;Zone 12
16;7530101;Pass;None;From Throw In;True;None;9.486833;Corentin Tolisso;2023-12-01 00:02:12.240;2;47;0.893;2023-12-01 00:02:13.133;France;France;Benjamin Pavard;Right Foot;99.0;72.0;90.0;69.0;None;Australia;France;Pass_None;Pass_5;Pass_None_4;7530;Pass_None;Pass_None_None;Zone 11;Zone 11
17;7530101;Pass;None;From Throw In;None;None;9.055386;N'Golo Kanté;2023-12-01 00:02:13.680;2;47;1.693;2023-12-01 00:02:15.373;France;France;Corentin Tolisso;Right Foot;83.0;59.0;82.0;50.0;None;Australia;France;Pass_None;Pass_6;Pass_None_5;7530;Pass_None;Pass_None_None;Zone 7;Zone 7
18;7530101;Pass;None;From Throw In;None;None;12.727922;Paul Labile Pogba;2023-12-01 00:02:17.160;2;47;0.893;2023-12-01 00:02:18.053;France;France;N'Golo Kanté;Right Foot;86.0;35.0;95.0;26.0;None;Australia;France;Pass_None;Pass_7;Pass_None_6;7530;Pass_None;Pass_None_None;Zone 7;Zone 7
19;7530101;Pass;None;From Throw In;None;None;19.209373;Lucas Hernández Pi;2023-12-01 00:02:21.773;2;47;1.719;2023-12-01 00:02:23.492;France;France;Paul Labile Pogba;Right Foot;97.0;21.0;109.0;6.0;None;Australia;France;Pass_None;Pass_8;Pass_None_7;7530;Pass_None;Pass_None_None;Zone 7;Zone 4
20;7530101;Pass;None;From Throw In;None;None;20.880613;Kylian Mbappé Lottin;2023-12-01 00:02:23.560;2;47;0.72;2023-12-01 00:02:24.280;France;France;Lucas Hernández Pi;Left Foot;108.0;6.0;114.0;26.0;Incomplete;Australia;France;Pass_None;Pass_9;Pass_None_8;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 4;Zone 8
21;7530101;Clearance;None;From Throw In;None;None;;;2023-12-01 00:02:24.280;2;47;;2023-12-01 00:02:24.280;France;Australia;Josh Risdon;;7.0;55.0;;;None;Australia;France;Clearance_None;Clearance_1;Clearance_None_1;7530;Clearance_None;Clearance_None_None;Zone 5;Zone 12
22;7530101;Clearance;None;From Throw In;None;None;;;2023-12-01 00:02:24.920;2;47;;2023-12-01 00:02:24.920;France;Australia;Mark Milligan;;8.0;39.0;;;None;Australia;France;Clearance_None;Clearance_2;Clearance_None_2;7530;Clearance_None;Clearance_None_None;Zone 5;Zone 12
23;7530101;Pass;Recovery;From Throw In;None;None;13.453624;Andrew Nabbout;2023-12-01 00:02:26.800;2;47;1.56;2023-12-01 00:02:28.360;France;Australia;Tom Rogić;Head;26.0;64.0;36.0;55.0;None;Australia;France;Pass_Recovery;Pass_10;Pass_Recovery_1;7530;Pass_None;Pass_Recovery_None;Zone 10;Zone 6
24;7530101;Foul Committed;None;From Throw In;None;None;;;2023-12-01 00:02:29.133;2;47;;2023-12-01 00:02:29.133;France;France;Samuel Yves Umtiti;;83.0;32.0;;;None;Australia;France;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7530;Foul Committed_None;Foul Committed_None_None;Zone 7;Zone 12
25;7530102;Pass;Free Kick;From Free Kick;None;None;60.440052;Mathew Leckie;2023-12-01 00:02:54.800;2;47;3.04;2023-12-01 00:02:57.840;Australia;Australia;Trent Sainsbury;Right Foot;46.0;40.0;93.0;78.0;None;Australia;France;Pass_Free Kick;Pass_1;Pass_Free Kick_1;7530;Pass_None;Pass_Free Kick_None;Zone 6;Zone 11
26;7530102;Foul Committed;None;From Free Kick;None;None;;;2023-12-01 00:02:58.040;2;47;;2023-12-01 00:02:58.040;Australia;Australia;Mathew Leckie;;95.0;77.0;;;None;Australia;France;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7530;Foul Committed_None;Foul Committed_None_None;Zone 11;Zone 12
27;7530103;Pass;Free Kick;From Free Kick;None;None;67.68308;Antoine Griezmann;2023-12-01 00:03:58.760;2;48;3.44;2023-12-01 00:04:02.200;France;France;Hugo Lloris;Left Foot;28.0;3.0;94.0;18.0;Incomplete;Australia;France;Pass_Free Kick;Pass_1;Pass_Free Kick_1;7530;Pass_Incomplete;Pass_Free Kick_Incomplete;Zone 2;Zone 7
28;7530103;Pass;Recovery;From Free Kick;None;None;13.892444;Mathew Leckie;2023-12-01 00:04:02.200;2;49;2.68;2023-12-01 00:04:04.880;France;Australia;Trent Sainsbury;;40.0;69.0;52.0;76.0;Incomplete;Australia;France;Pass_Recovery;Pass_2;Pass_Recovery_1;7530;Pass_Incomplete;Pass_Recovery_Incomplete;Zone 10;Zone 10
29;7530103;Pass;Recovery;From Free Kick;None;None;13.152946;Kylian Mbappé Lottin;2023-12-01 00:04:04.880;2;49;1.56;2023-12-01 00:04:06.440;France;France;Lucas Hernández Pi;Left Foot;69.0;5.0;82.0;3.0;None;Australia;France;Pass_Recovery;Pass_3;Pass_Recovery_2;7530;Pass_None;Pass_Recovery_None;Zone 3;Zone 3
30;7530103;Pass;None;From Free Kick;None;None;11.18034;Paul Labile Pogba;2023-12-01 00:04:06.440;2;49;0.693;2023-12-01 00:04:07.133;France;France;Kylian Mbappé Lottin;Right Foot;82.0;3.0;77.0;13.0;None;Australia;France;Pass_None;Pass_4;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 3;Zone 3
31;7530103;Pass;None;From Free Kick;None;None;10.440307;Lucas Hernández Pi;2023-12-01 00:04:07.200;2;49;0.973;2023-12-01 00:04:08.173;France;France;Paul Labile Pogba;Right Foot;77.0;13.0;80.0;3.0;None;Australia;France;Pass_None;Pass_5;Pass_None_2;7530;Pass_None;Pass_None_None;Zone 3;Zone 3
32;7530103;Pressure;None;From Free Kick;None;None;;;2023-12-01 00:04:08.200;2;49;0.56;2023-12-01 00:04:08.760;France;Australia;Mathew Leckie;;40.0;78.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 10;Zone 12
33;7530103;Pass;None;From Free Kick;True;None;3.1622777;Antoine Griezmann;2023-12-01 00:04:08.720;2;49;0.28;2023-12-01 00:04:09.000;France;France;Lucas Hernández Pi;Left Foot;74.0;4.0;77.0;3.0;Incomplete;Australia;France;Pass_None;Pass_6;Pass_None_3;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 3;Zone 3
34;7530103;Block;None;From Free Kick;None;None;;;2023-12-01 00:04:09.000;2;49;;2023-12-01 00:04:09.000;France;Australia;Mathew Leckie;;44.0;78.0;;;None;Australia;France;Block_None;Block_1;Block_None_1;7530;Block_None;Block_None_None;Zone 10;Zone 12
35;7530104;Pass;Throw-in;From Throw In;None;None;9.055386;Paul Labile Pogba;2023-12-01 00:04:12.520;2;49;0.76;2023-12-01 00:04:13.280;France;France;Lucas Hernández Pi;;78.0;2.0;77.0;11.0;None;Australia;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7530;Pass_None;Pass_Throw-in_None;Zone 3;Zone 3
36;7530104;Pass;None;From Throw In;None;None;58.18075;Raphaël Varane;2023-12-01 00:04:14.600;2;49;4.92;2023-12-01 00:04:19.520;France;France;Paul Labile Pogba;Right Foot;70.0;9.0;46.0;62.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 3;Zone 6
37;7530104;Pressure;None;From Throw In;None;None;;;2023-12-01 00:04:23.200;2;49;0.68;2023-12-01 00:04:23.880;France;Australia;Andrew Nabbout;;73.0;14.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 3;Zone 12
38;7530104;Pass;None;From Throw In;None;None;18.027756;Benjamin Pavard;2023-12-01 00:04:23.920;2;49;1.253;2023-12-01 00:04:25.173;France;France;Raphaël Varane;Left Foot;56.0;67.0;71.0;77.0;None;Australia;France;Pass_None;Pass_3;Pass_None_2;7530;Pass_None;Pass_None_None;Zone 10;Zone 11
39;7530105;Pass;Throw-in;From Throw In;None;None;18.384777;Raphaël Varane;2023-12-01 00:04:33.840;2;49;1.813;2023-12-01 00:04:35.653;France;France;Benjamin Pavard;;65.0;80.0;48.0;73.0;None;Australia;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7530;Pass_None;Pass_Throw-in_None;Zone 11;Zone 10
40;7530105;Pass;None;From Throw In;None;None;25.019993;Samuel Yves Umtiti;2023-12-01 00:04:37.333;2;49;2.119;2023-12-01 00:04:39.452;France;France;Raphaël Varane;Left Foot;47.0;65.0;46.0;40.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 10;Zone 6
41;7530105;Pass;None;From Throw In;None;None;26.172504;Paul Labile Pogba;2023-12-01 00:04:40.400;2;49;1.573;2023-12-01 00:04:41.973;France;France;Samuel Yves Umtiti;Left Foot;47.0;36.0;66.0;18.0;None;Australia;France;Pass_None;Pass_3;Pass_None_2;7530;Pass_None;Pass_None_None;Zone 6;Zone 7
42;7530105;Pass;None;From Throw In;None;None;15.811388;Lucas Hernández Pi;2023-12-01 00:04:45.000;2;49;1.293;2023-12-01 00:04:46.293;France;France;Paul Labile Pogba;Right Foot;80.0;12.0;93.0;3.0;None;Australia;France;Pass_None;Pass_4;Pass_None_3;7530;Pass_None;Pass_None_None;Zone 3;Zone 3
43;7530105;Dribble;None;From Throw In;None;None;;;2023-12-01 00:04:47.000;2;49;;2023-12-01 00:04:47.000;France;France;Lucas Hernández Pi;;96.0;2.0;;;Incomplete;Australia;France;Dribble_None;Dribble_1;Dribble_None_1;7530;Dribble_Incomplete;Dribble_None_Incomplete;Zone 3;Zone 12
44;7530105;Ball Recovery;None;From Throw In;None;None;;;2023-12-01 00:04:47.880;2;49;;2023-12-01 00:04:47.880;France;Australia;Mathew Leckie;;28.0;73.0;;;None;Australia;France;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7530;Ball Recovery_None;Ball Recovery_None_None;Zone 10;Zone 12
45;7530105;Pressure;None;From Throw In;None;None;;;2023-12-01 00:04:49.455;2;49;0.998;2023-12-01 00:04:50.453;France;France;Lucas Hernández Pi;;88.0;14.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 3;Zone 12
46;7530105;Pass;None;From Throw In;None;None;53.75872;Robbie Kruse;2023-12-01 00:04:53.080;2;49;3.96;2023-12-01 00:04:57.040;France;Australia;Mathew Leckie;Left Foot;38.0;39.0;91.0;30.0;Incomplete;Australia;France;Pass_None;Pass_5;Pass_None_4;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 6;Zone 7
47;7530105;Pass;Recovery;From Throw In;None;None;26.57066;Hugo Lloris;2023-12-01 00:04:57.040;2;49;2.253;2023-12-01 00:04:59.293;France;France;Benjamin Pavard;Right Foot;30.0;51.0;5.0;42.0;None;Australia;France;Pass_Recovery;Pass_6;Pass_Recovery_1;7530;Pass_None;Pass_Recovery_None;Zone 6;Zone 5
48;7530105;Pressure;None;From Throw In;None;None;;;2023-12-01 00:04:58.533;2;49;2.52;2023-12-01 00:05:01.053;France;Australia;Robbie Kruse;;102.0;32.0;;;None;Australia;France;Pressure_None;Pressure_2;Pressure_None_2;7530;Pressure_None;Pressure_None_None;Zone 8;Zone 12
49;7530105;Pass;None;From Throw In;True;None;30.0;Samuel Yves Umtiti;2023-12-01 00:05:01.053;2;50;2.159;2023-12-01 00:05:03.212;France;France;Hugo Lloris;Left Foot;6.0;37.0;24.0;13.0;None;Australia;France;Pass_None;Pass_7;Pass_None_5;7530;Pass_None;Pass_None_None;Zone 5;Zone 2
50;7530105;Pass;None;From Throw In;None;None;14.866069;N'Golo Kanté;2023-12-01 00:05:07.613;2;50;1.56;2023-12-01 00:05:09.173;France;France;Samuel Yves Umtiti;Left Foot;34.0;5.0;29.0;19.0;None;Australia;France;Pass_None;Pass_8;Pass_None_6;7530;Pass_None;Pass_None_None;Zone 2;Zone 6
51;7530105;Pass;None;From Throw In;None;None;18.027756;Corentin Tolisso;2023-12-01 00:05:12.400;2;50;1.133;2023-12-01 00:05:13.533;France;France;N'Golo Kanté;Right Foot;37.0;36.0;54.0;42.0;None;Australia;France;Pass_None;Pass_9;Pass_None_7;7530;Pass_None;Pass_None_None;Zone 6;Zone 6
52;7530105;Pass;None;From Throw In;None;None;32.526913;Ousmane Dembélé;2023-12-01 00:05:14.840;2;50;1.653;2023-12-01 00:05:16.493;France;France;Corentin Tolisso;Right Foot;53.0;48.0;76.0;71.0;None;Australia;France;Pass_None;Pass_10;Pass_None_8;7530;Pass_None;Pass_None_None;Zone 6;Zone 11
53;7530105;Pass;None;From Throw In;None;None;51.088158;Lucas Hernández Pi;2023-12-01 00:05:21.200;2;50;3.173;2023-12-01 00:05:24.373;France;France;Ousmane Dembélé;Left Foot;87.0;51.0;120.0;12.0;Out;Australia;France;Pass_None;Pass_11;Pass_None_9;7530;Pass_Out;Pass_None_Out;Zone 7;Zone 4
54;7530106;Pass;Goal Kick;From Goal Kick;None;None;61.39218;Andrew Nabbout;2023-12-01 00:06:12.493;2;51;3.146;2023-12-01 00:06:15.639;Australia;Australia;Mathew Ryan;Right Foot;7.0;47.0;67.0;60.0;None;Australia;France;Pass_Goal Kick;Pass_1;Pass_Goal Kick_1;7530;Pass_None;Pass_Goal Kick_None;Zone 5;Zone 7
55;7530106;Pass;None;From Goal Kick;None;None;22.022715;Mathew Leckie;2023-12-01 00:06:15.640;2;51;2.32;2023-12-01 00:06:17.960;Australia;Australia;Andrew Nabbout;Head;67.0;60.0;89.0;61.0;Incomplete;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 7;Zone 7
56;7530107;Pass;Recovery;From Counter;None;None;29.206163;Hugo Lloris;2023-12-01 00:06:17.960;2;51;2.333;2023-12-01 00:06:20.293;France;France;Lucas Hernández Pi;Right Foot;32.0;20.0;9.0;38.0;None;Australia;France;Pass_Recovery;Pass_1;Pass_Recovery_1;7530;Pass_None;Pass_Recovery_None;Zone 6;Zone 5
57;7530107;Pressure;None;From Counter;None;None;;;2023-12-01 00:06:21.680;2;51;0.733;2023-12-01 00:06:22.413;France;Australia;Mathew Leckie;;105.0;48.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 8;Zone 12
58;7530107;Pass;None;From Counter;None;None;54.08327;Benjamin Pavard;2023-12-01 00:06:22.520;2;51;2.72;2023-12-01 00:06:25.240;France;France;Hugo Lloris;Left Foot;9.0;38.0;54.0;68.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 5;Zone 10
59;7530107;Pass;None;From Counter;None;None;10.049875;Ousmane Dembélé;2023-12-01 00:06:25.853;2;51;1.826;2023-12-01 00:06:27.679;France;France;Benjamin Pavard;Right Foot;56.0;71.0;66.0;72.0;None;Australia;France;Pass_None;Pass_3;Pass_None_2;7530;Pass_None;Pass_None_None;Zone 10;Zone 11
60;7530107;Pass;None;From Counter;None;None;7.2111025;Benjamin Pavard;2023-12-01 00:06:27.720;2;51;0.533;2023-12-01 00:06:28.253;France;France;Ousmane Dembélé;Right Foot;66.0;72.0;72.0;68.0;None;Australia;France;Pass_None;Pass_4;Pass_None_3;7530;Pass_None;Pass_None_None;Zone 11;Zone 11
61;7530107;Pass;None;From Counter;None;None;2.0;Ousmane Dembélé;2023-12-01 00:06:28.320;2;51;0.2;2023-12-01 00:06:28.520;France;France;Benjamin Pavard;Right Foot;69.0;65.0;69.0;67.0;Incomplete;Australia;France;Pass_None;Pass_5;Pass_None_4;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 11;Zone 11
62;7530107;Block;None;From Counter;None;None;;;2023-12-01 00:06:28.520;2;51;;2023-12-01 00:06:28.520;France;Australia;Aziz Eraltay Behich;;52.0;14.0;;;None;Australia;France;Block_None;Block_1;Block_None_1;7530;Block_None;Block_None_None;Zone 2;Zone 12
63;7530108;Pass;Recovery;Regular Play;None;None;4.2426405;Aziz Eraltay Behich;2023-12-01 00:06:28.960;2;51;0.84;2023-12-01 00:06:29.800;Australia;Australia;Aaron Mooy;Left Foot;44.0;23.0;41.0;20.0;None;Australia;France;Pass_Recovery;Pass_1;Pass_Recovery_1;7530;Pass_None;Pass_Recovery_None;Zone 6;Zone 6
64;7530108;Pass;None;Regular Play;None;None;17.691807;Robbie Kruse;2023-12-01 00:06:33.000;2;51;1.64;2023-12-01 00:06:34.640;Australia;Australia;Aziz Eraltay Behich;Left Foot;41.0;15.0;53.0;2.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 2;Zone 2
65;7530108;Pressure;None;Regular Play;None;None;;;2023-12-01 00:06:34.053;2;51;1.506;2023-12-01 00:06:35.559;Australia;France;Corentin Tolisso;;73.0;73.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 11;Zone 12
66;7530109;Pass;Throw-in;From Throw In;None;None;10.440307;Aaron Mooy;2023-12-01 00:06:40.013;2;51;1.106;2023-12-01 00:06:41.119;Australia;Australia;Robbie Kruse;;61.0;2.0;58.0;12.0;None;Australia;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7530;Pass_None;Pass_Throw-in_None;Zone 3;Zone 2
67;7530109;Pressure;None;From Throw In;None;None;;;2023-12-01 00:06:41.533;2;51;0.399;2023-12-01 00:06:41.932;Australia;France;Corentin Tolisso;;61.0;69.0;;;None;Australia;France;Pressure_None;Pressure_1;Pressure_None_1;7530;Pressure_None;Pressure_None_None;Zone 11;Zone 12
68;7530109;Pass;None;From Throw In;True;None;10.440307;Aziz Eraltay Behich;2023-12-01 00:06:41.600;2;51;1.0;2023-12-01 00:06:42.600;Australia;Australia;Aaron Mooy;Right Foot;58.0;12.0;55.0;2.0;None;Australia;France;Pass_None;Pass_2;Pass_None_1;7530;Pass_None;Pass_None_None;Zone 2;Zone 2
69;7530109;Pass;None;From Throw In;None;None;28.160255;Mark Milligan;2023-12-01 00:06:43.000;2;51;2.04;2023-12-01 00:06:45.040;Australia;Australia;Aziz Eraltay Behich;Left Foot;54.0;3.0;27.0;11.0;None;Australia;France;Pass_None;Pass_3;Pass_None_2;7530;Pass_None;Pass_None_None;Zone 2;Zone 2
70;7530109;Pass;None;From Throw In;None;None;27.018513;Trent Sainsbury;2023-12-01 00:06:47.000;2;51;1.653;2023-12-01 00:06:48.653;Australia;Australia;Mark Milligan;Right Foot;26.0;20.0;25.0;47.0;None;Australia;France;Pass_None;Pass_4;Pass_None_3;7530;Pass_None;Pass_None_None;Zone 6;Zone 6
71;7530109;Pass;None;From Throw In;None;None;22.561028;Mark Milligan;2023-12-01 00:06:48.653;2;51;1.626;2023-12-01 00:06:50.279;Australia;Australia;Trent Sainsbury;Left Foot;25.0;47.0;20.0;25.0;None;Australia;France;Pass_None;Pass_5;Pass_None_4;7530;Pass_None;Pass_None_None;Zone 6;Zone 6
72;7530109;Pass;None;From Throw In;None;None;17.088007;Aziz Eraltay Behich;2023-12-01 00:06:53.893;2;51;0.906;2023-12-01 00:06:54.799;Australia;Australia;Mark Milligan;Right Foot;30.0;20.0;36.0;4.0;None;Australia;France;Pass_None;Pass_6;Pass_None_5;7530;Pass_None;Pass_None_None;Zone 6;Zone 2
73;7530109;Pressure;None;From Throw In;None;None;;;2023-12-01 00:06:55.693;2;51;1.12;2023-12-01 00:06:56.813;Australia;France;Ousmane Dembélé;;90.0;74.0;;;None;Australia;France;Pressure_None;Pressure_2;Pressure_None_2;7530;Pressure_None;Pressure_None_None;Zone 11;Zone 12
74;7530109;Pass;None;From Throw In;True;None;30.805843;Mathew Ryan;2023-12-01 00:06:56.680;2;51;1.8;2023-12-01 00:06:58.480;Australia;Australia;Aziz Eraltay Behich;Left Foot;31.0;12.0;6.0;30.0;None;Australia;France;Pass_None;Pass_7;Pass_None_6;7530;Pass_None;Pass_None_None;Zone 2;Zone 5
75;7530109;Pressure;None;From Throw In;None;None;;;2023-12-01 00:07:00.053;2;52;0.88;2023-12-01 00:07:00.933;Australia;France;Antoine Griezmann;;108.0;52.0;;;None;Australia;France;Pressure_None;Pressure_3;Pressure_None_3;7530;Pressure_None;Pressure_None_None;Zone 8;Zone 12
76;7530109;Pass;None;From Throw In;True;None;59.093147;Mathew Leckie;2023-12-01 00:07:00.400;2;52;3.0;2023-12-01 00:07:03.400;Australia;Australia;Mathew Ryan;Right Foot;7.0;34.0;61.0;58.0;Incomplete;Australia;France;Pass_None;Pass_8;Pass_None_7;7530;Pass_Incomplete;Pass_None_Incomplete;Zone 5;Zone 7
77;7530109;Pass;Recovery;From Throw In;None;None;6.0827627;Paul Labile Pogba;2023-12-01 00:07:03.400;2;52;1.32;2023-12-01 00:07:04.720;Australia;France;Lucas Hernández Pi;;66.0;24.0;72.0;25.0;Incomplete;Australia;France;Pass_Recovery;Pass_9;Pass_Recovery_1;7530;Pass_Incomplete;Pass_Recovery_Incomplete;Zone 7;Zone 7
78;7530109;Pass;Recovery;From Throw In;None;None;23.409399;Josh Risdon;2023-12-01 00:07:04.720;2;52;1.52;2023-12-01 00:07:06.240;Australia;Australia;Mile Jedinak;Head;49.0;56.0;57.0;78.0;None;Australia;France;Pass_Recovery;Pass_10;Pass_Recovery_2;7530;Pass_None;Pass_Recovery_None;Zone 6;Zone 10
79;7530109;Pressure;None;From Throw In;None;None;;;2023-12-01 00:07:06.733;2;52;0.64;2023-12-01 00:07:07.373;Australia;France;Kylian Mbappé Lottin;;65.0;8.0;;;None;Australia;France;Pressure_None;Pressure_4;Pressure_None_4;7530;Pressure_None;Pressure_None_None;Zone 3;Zone 12
80;7530109;Pass;None;From Throw In;True;None;42.0119;Mathew Leckie;2023-12-01 00:07:07.120;2;52;3.4;2023-12-01 00:07:10.520;Australia;Australia;Josh Risdon;Left Foot;57.0;78.0;99.0;77.0;None;Australia;France;Pass_None;Pass_11;Pass_None_8;7530;Pass_None;Pass_None_None;Zone 10;Zone 11
81;7530109;Pressure;None;From Throw In;None;None;;;2023-12-01 00:07:09.813;2;52;3.84;2023-12-01 00:07:13.653;Australia;France;Lucas Hernández Pi;;27.0;4.0;;;None;Australia;France;Pressure_None;Pressure_5;Pressure_None_5;7530;Pressure_None;Pressure_None_None;Zone 2;Zone 12
