;caseID;action;type;play_pattern;under_pressure;shot_assist;length;recipient;startTime;period;minute;duration;endTime;possession_team;team_action;player;body_part;start_X;start_Y;end_X;end_Y;result;home_team;away_team;action_type;action_count;action_type_count;gameID;action_result;action_type_result;zoneStart;zoneEnd
3139;754678;Pressure;None;Regular Play;None;None;;;2023-12-01 00:35:19.683;1;35;0.96;2023-12-01 00:35:20.643;Peru;France;N'Golo Kanté;;39.0;62.0;;;None;Peru;France;Pressure_None;Pressure_5;Pressure_None_5;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3140;754678;Pass;None;Regular Play;True;None;25.0;Édison Michael Flores Peralta;2023-12-01 00:35:20.510;1;35;2.973;2023-12-01 00:35:23.483;Peru;Peru;Christian Alberto Cueva Bravo;Right Foot;80.0;17.0;105.0;17.0;Incomplete;Peru;France;Pass_None;Pass_10;Pass_None_10;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 7;Zone 8
3141;754678;Interception;None;Regular Play;None;None;;;2023-12-01 00:35:23.483;1;35;;2023-12-01 00:35:23.483;Peru;France;Benjamin Pavard;;16.0;64.0;;;Lost Out;Peru;France;Interception_None;Interception_1;Interception_None_1;7546;Interception_Lost Out;Interception_None_Lost Out;Zone 9;Zone 12
3142;754679;Pass;Throw-in;From Throw In;None;None;26.305893;José Paolo Guerrero González;2023-12-01 00:35:38.430;1;35;1.76;2023-12-01 00:35:40.190;Peru;Peru;Miguel Ángel Trauco Saavedra;;110.0;1.0;114.0;27.0;None;Peru;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7546;Pass_None;Pass_Throw-in_None;Zone 4;Zone 8
3143;754679;Pass;None;From Throw In;None;None;6.3245554;Christian Alberto Cueva Bravo;2023-12-01 00:35:40.190;1;35;1.973;2023-12-01 00:35:42.163;Peru;Peru;José Paolo Guerrero González;;109.0;31.0;103.0;33.0;Incomplete;Peru;France;Pass_None;Pass_2;Pass_None_1;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 8;Zone 8
3144;754679;Ball Recovery;None;From Throw In;None;None;;;2023-12-01 00:35:42.163;1;35;;2023-12-01 00:35:42.163;Peru;France;Paul Labile Pogba;;18.0;48.0;;;None;Peru;France;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7546;Ball Recovery_None;Ball Recovery_None_None;Zone 6;Zone 12
3145;754679;Pass;None;From Throw In;None;None;71.693794;;2023-12-01 00:35:42.483;1;35;5.707;2023-12-01 00:35:48.190;Peru;France;Paul Labile Pogba;Right Foot;20.0;46.0;86.0;18.0;Incomplete;Peru;France;Pass_None;Pass_3;Pass_None_2;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 6;Zone 7
3146;754679;Pass;Recovery;From Throw In;None;None;14.866069;Christian Guillermo Martín Ramos Garagay;2023-12-01 00:35:48.190;1;35;2.16;2023-12-01 00:35:50.350;Peru;Peru;Pedro David Gallese Quiróz;Right Foot;35.0;63.0;45.0;52.0;None;Peru;France;Pass_Recovery;Pass_4;Pass_Recovery_1;7546;Pass_None;Pass_Recovery_None;Zone 6;Zone 6
3147;754679;Pass;None;From Throw In;None;None;17.492855;Víctor Yoshimar Yotún Flores;2023-12-01 00:35:50.350;1;35;1.24;2023-12-01 00:35:51.590;Peru;Peru;Christian Guillermo Martín Ramos Garagay;Right Foot;45.0;52.0;54.0;37.0;None;Peru;France;Pass_None;Pass_5;Pass_None_3;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3148;754679;Pass;None;From Throw In;None;None;23.194826;José Paolo Guerrero González;2023-12-01 00:35:53.270;1;35;1.213;2023-12-01 00:35:54.483;Peru;Peru;Víctor Yoshimar Yotún Flores;Left Foot;57.0;32.0;80.0;29.0;Incomplete;Peru;France;Pass_None;Pass_6;Pass_None_4;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 6;Zone 7
3149;754679;Interception;None;From Throw In;None;None;;;2023-12-01 00:35:54.483;1;35;;2023-12-01 00:35:54.483;Peru;France;Benjamin Pavard;;41.0;52.0;;;Lost In Play;Peru;France;Interception_None;Interception_1;Interception_None_1;7546;Interception_Lost In Play;Interception_None_Lost In Play;Zone 6;Zone 12
3150;754679;Ball Recovery;None;From Throw In;None;None;;;2023-12-01 00:35:56.390;1;35;;2023-12-01 00:35:56.390;Peru;Peru;Pedro Jesús Aquino Sánchez;;65.0;50.0;;;None;Peru;France;Ball Recovery_None;Ball Recovery_2;Ball Recovery_None_2;7546;Ball Recovery_None;Ball Recovery_None_None;Zone 7;Zone 12
3151;754679;Pass;None;From Throw In;None;None;26.683329;Luis Jan Piers Advíncula Castrillón;2023-12-01 00:35:57.270;1;35;1.72;2023-12-01 00:35:58.990;Peru;Peru;Pedro Jesús Aquino Sánchez;Right Foot;65.0;53.0;71.0;79.0;None;Peru;France;Pass_None;Pass_7;Pass_None_5;7546;Pass_None;Pass_None_None;Zone 7;Zone 11
3152;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:35:58.763;1;35;2.28;2023-12-01 00:36:01.043;Peru;France;Blaise Matuidi;;41.0;13.0;;;None;Peru;France;Pressure_None;Pressure_1;Pressure_None_1;7546;Pressure_None;Pressure_None_None;Zone 2;Zone 12
3153;754679;Pass;None;From Throw In;True;None;19.924858;Pedro Jesús Aquino Sánchez;2023-12-01 00:36:01.030;1;36;1.52;2023-12-01 00:36:02.550;Peru;Peru;Luis Jan Piers Advíncula Castrillón;Right Foot;72.0;78.0;66.0;59.0;None;Peru;France;Pass_None;Pass_8;Pass_None_6;7546;Pass_None;Pass_None_None;Zone 11;Zone 7
3154;754679;Pass;None;From Throw In;None;None;10.440307;Víctor Yoshimar Yotún Flores;2023-12-01 00:36:03.110;1;36;1.16;2023-12-01 00:36:04.270;Peru;Peru;Pedro Jesús Aquino Sánchez;Right Foot;65.0;59.0;62.0;49.0;None;Peru;France;Pass_None;Pass_9;Pass_None_7;7546;Pass_None;Pass_None_None;Zone 7;Zone 7
3155;754679;Pass;None;From Throw In;None;None;12.727922;Édison Michael Flores Peralta;2023-12-01 00:36:05.790;1;36;0.8;2023-12-01 00:36:06.590;Peru;Peru;Víctor Yoshimar Yotún Flores;Left Foot;65.0;43.0;74.0;34.0;None;Peru;France;Pass_None;Pass_10;Pass_None_8;7546;Pass_None;Pass_None_None;Zone 7;Zone 7
3156;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:06.923;1;36;0.76;2023-12-01 00:36:07.683;Peru;France;N'Golo Kanté;;45.0;42.0;;;None;Peru;France;Pressure_None;Pressure_2;Pressure_None_2;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3157;754679;Pass;None;From Throw In;True;None;14.142136;André Martín Carrillo Díaz;2023-12-01 00:36:07.310;1;36;1.0;2023-12-01 00:36:08.310;Peru;Peru;Édison Michael Flores Peralta;Left Foot;76.0;38.0;74.0;52.0;None;Peru;France;Pass_None;Pass_11;Pass_None_9;7546;Pass_None;Pass_None_None;Zone 7;Zone 7
3158;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:08.523;1;36;1.56;2023-12-01 00:36:10.083;Peru;France;Paul Labile Pogba;;40.0;19.0;;;None;Peru;France;Pressure_None;Pressure_3;Pressure_None_3;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3159;754679;Pass;None;From Throw In;True;None;25.495098;Luis Jan Piers Advíncula Castrillón;2023-12-01 00:36:09.990;1;36;1.2;2023-12-01 00:36:11.190;Peru;Peru;André Martín Carrillo Díaz;Right Foot;74.0;54.0;79.0;79.0;None;Peru;France;Pass_None;Pass_12;Pass_None_10;7546;Pass_None;Pass_None_None;Zone 7;Zone 11
3160;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:11.123;1;36;1.04;2023-12-01 00:36:12.163;Peru;France;Blaise Matuidi;;39.0;5.0;;;None;Peru;France;Pressure_None;Pressure_4;Pressure_None_4;7546;Pressure_None;Pressure_None_None;Zone 2;Zone 12
3161;754679;Pass;None;From Throw In;True;None;8.944272;André Martín Carrillo Díaz;2023-12-01 00:36:12.030;1;36;1.12;2023-12-01 00:36:13.150;Peru;Peru;Luis Jan Piers Advíncula Castrillón;Right Foot;78.0;78.0;70.0;74.0;None;Peru;France;Pass_None;Pass_13;Pass_None_11;7546;Pass_None;Pass_None_None;Zone 11;Zone 11
3162;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:12.683;1;36;1.64;2023-12-01 00:36:14.323;Peru;France;Paul Labile Pogba;;40.0;21.0;;;None;Peru;France;Pressure_None;Pressure_5;Pressure_None_5;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3163;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:16.683;1;36;0.76;2023-12-01 00:36:17.443;Peru;France;Paul Labile Pogba;;53.0;17.0;;;None;Peru;France;Pressure_None;Pressure_6;Pressure_None_6;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3164;754679;Pass;None;From Throw In;True;None;9.219544;Pedro Jesús Aquino Sánchez;2023-12-01 00:36:16.830;1;36;1.6;2023-12-01 00:36:18.430;Peru;Peru;André Martín Carrillo Díaz;Right Foot;65.0;58.0;59.0;51.0;None;Peru;France;Pass_None;Pass_14;Pass_None_12;7546;Pass_None;Pass_None_None;Zone 7;Zone 6
3165;754679;Pass;None;From Throw In;None;None;29.274563;Alberto Junior Rodríguez Valdelomar;2023-12-01 00:36:19.510;1;36;2.24;2023-12-01 00:36:21.750;Peru;Peru;Pedro Jesús Aquino Sánchez;Right Foot;62.0;48.0;58.0;19.0;None;Peru;France;Pass_None;Pass_15;Pass_None_13;7546;Pass_None;Pass_None_None;Zone 7;Zone 6
3166;754679;Pass;None;From Throw In;None;None;24.41311;Christian Alberto Cueva Bravo;2023-12-01 00:36:23.070;1;36;1.2;2023-12-01 00:36:24.270;Peru;Peru;Alberto Junior Rodríguez Valdelomar;Right Foot;65.0;18.0;85.0;4.0;None;Peru;France;Pass_None;Pass_16;Pass_None_14;7546;Pass_None;Pass_None_None;Zone 7;Zone 3
3167;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:25.403;1;36;1.12;2023-12-01 00:36:26.523;Peru;France;Kylian Mbappé Lottin;;35.0;70.0;;;None;Peru;France;Pressure_None;Pressure_7;Pressure_None_7;7546;Pressure_None;Pressure_None_None;Zone 10;Zone 12
3168;754679;Pass;None;From Throw In;True;None;5.8309517;André Martín Carrillo Díaz;2023-12-01 00:36:26.230;1;36;1.12;2023-12-01 00:36:27.350;Peru;Peru;Christian Alberto Cueva Bravo;Right Foot;88.0;11.0;85.0;16.0;None;Peru;France;Pass_None;Pass_17;Pass_None_15;7546;Pass_None;Pass_None_None;Zone 3;Zone 7
3169;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:27.123;1;36;0.96;2023-12-01 00:36:28.083;Peru;France;N'Golo Kanté;;36.0;62.0;;;None;Peru;France;Pressure_None;Pressure_8;Pressure_None_8;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3170;754679;Dribbled Past;None;From Throw In;None;None;;;2023-12-01 00:36:28.070;1;36;;2023-12-01 00:36:28.070;Peru;France;N'Golo Kanté;;36.0;64.0;;;None;Peru;France;Dribbled Past_None;Dribbled Past_1;Dribbled Past_None_1;7546;Dribbled Past_None;Dribbled Past_None_None;Zone 10;Zone 12
3171;754679;Dribble;None;From Throw In;True;None;;;2023-12-01 00:36:28.070;1;36;;2023-12-01 00:36:28.070;Peru;Peru;André Martín Carrillo Díaz;;85.0;17.0;;;Complete;Peru;France;Dribble_None;Dribble_1;Dribble_None_1;7546;Dribble_Complete;Dribble_None_Complete;Zone 7;Zone 12
3172;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:28.563;1;36;0.8;2023-12-01 00:36:29.363;Peru;France;Kylian Mbappé Lottin;;35.0;72.0;;;None;Peru;France;Pressure_None;Pressure_9;Pressure_None_9;7546;Pressure_None;Pressure_None_None;Zone 10;Zone 12
3173;754679;Pass;None;From Throw In;True;None;9.433981;Miguel Ángel Trauco Saavedra;2023-12-01 00:36:28.990;1;36;1.0;2023-12-01 00:36:29.990;Peru;Peru;André Martín Carrillo Díaz;Right Foot;85.0;10.0;90.0;2.0;None;Peru;France;Pass_None;Pass_18;Pass_None_16;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3174;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:30.483;1;36;0.76;2023-12-01 00:36:31.243;Peru;France;Kylian Mbappé Lottin;;27.0;76.0;;;None;Peru;France;Pressure_None;Pressure_10;Pressure_None_10;7546;Pressure_None;Pressure_None_None;Zone 10;Zone 12
3175;754679;Pass;None;From Throw In;True;None;7.28011;Christian Alberto Cueva Bravo;2023-12-01 00:36:30.950;1;36;0.4;2023-12-01 00:36:31.350;Peru;Peru;Miguel Ángel Trauco Saavedra;Left Foot;91.0;4.0;93.0;11.0;Incomplete;Peru;France;Pass_None;Pass_19;Pass_None_17;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 3;Zone 3
3176;754679;Block;None;From Throw In;None;None;;;2023-12-01 00:36:31.350;1;36;;2023-12-01 00:36:31.350;Peru;France;N'Golo Kanté;;28.0;70.0;;;None;Peru;France;Block_None;Block_1;Block_None_1;7546;Block_None;Block_None_None;Zone 10;Zone 12
3177;754679;Ball Recovery;None;From Throw In;None;None;;;2023-12-01 00:36:33.630;1;36;;2023-12-01 00:36:33.630;Peru;Peru;Miguel Ángel Trauco Saavedra;;82.0;3.0;;;None;Peru;France;Ball Recovery_None;Ball Recovery_3;Ball Recovery_None_3;7546;Ball Recovery_None;Ball Recovery_None_None;Zone 3;Zone 12
3178;754679;Pass;None;From Throw In;None;None;19.924858;Alberto Junior Rodríguez Valdelomar;2023-12-01 00:36:33.830;1;36;1.2;2023-12-01 00:36:35.030;Peru;Peru;Miguel Ángel Trauco Saavedra;Left Foot;82.0;4.0;63.0;10.0;None;Peru;France;Pass_None;Pass_20;Pass_None_18;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3179;754679;Pass;None;From Throw In;None;None;45.39824;Luis Jan Piers Advíncula Castrillón;2023-12-01 00:36:35.990;1;36;3.92;2023-12-01 00:36:39.910;Peru;Peru;Alberto Junior Rodríguez Valdelomar;Right Foot;64.0;15.0;70.0;60.0;None;Peru;France;Pass_None;Pass_21;Pass_None_19;7546;Pass_None;Pass_None_None;Zone 3;Zone 7
3180;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:39.883;1;36;0.72;2023-12-01 00:36:40.603;Peru;France;Blaise Matuidi;;46.0;18.0;;;None;Peru;France;Pressure_None;Pressure_11;Pressure_None_11;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3181;754679;Pass;None;From Throw In;True;None;9.486833;Pedro Jesús Aquino Sánchez;2023-12-01 00:36:39.910;1;36;1.28;2023-12-01 00:36:41.190;Peru;Peru;Luis Jan Piers Advíncula Castrillón;Right Foot;70.0;60.0;67.0;51.0;None;Peru;France;Pass_None;Pass_22;Pass_None_20;7546;Pass_None;Pass_None_None;Zone 7;Zone 7
3182;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:42.443;1;36;0.56;2023-12-01 00:36:43.003;Peru;France;Olivier Giroud;;46.0;30.0;;;None;Peru;France;Pressure_None;Pressure_12;Pressure_None_12;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
3183;754679;Pass;None;From Throw In;True;None;16.03122;Víctor Yoshimar Yotún Flores;2023-12-01 00:36:42.550;1;36;0.72;2023-12-01 00:36:43.270;Peru;Peru;Pedro Jesús Aquino Sánchez;Right Foot;69.0;51.0;68.0;35.0;None;Peru;France;Pass_None;Pass_23;Pass_None_21;7546;Pass_None;Pass_None_None;Zone 7;Zone 7
3184;754679;Pass;None;From Throw In;None;None;42.941822;André Martín Carrillo Díaz;2023-12-01 00:36:47.790;1;36;2.08;2023-12-01 00:36:49.870;Peru;Peru;Víctor Yoshimar Yotún Flores;Left Foot;79.0;40.0;99.0;2.0;None;Peru;France;Pass_None;Pass_24;Pass_None_22;7546;Pass_None;Pass_None_None;Zone 7;Zone 3
3185;754679;Pass;None;From Throw In;None;None;8.602325;Miguel Ángel Trauco Saavedra;2023-12-01 00:36:49.870;1;36;2.2;2023-12-01 00:36:52.070;Peru;Peru;André Martín Carrillo Díaz;Head;99.0;2.0;92.0;7.0;Incomplete;Peru;France;Pass_None;Pass_25;Pass_None_23;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 3;Zone 3
3186;754679;Interception;None;From Throw In;None;None;;;2023-12-01 00:36:52.070;1;36;;2023-12-01 00:36:52.070;Peru;France;Kylian Mbappé Lottin;;29.0;74.0;;;Lost In Play;Peru;France;Interception_None;Interception_2;Interception_None_2;7546;Interception_Lost In Play;Interception_None_Lost In Play;Zone 10;Zone 12
3187;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:53.803;1;36;1.28;2023-12-01 00:36:55.083;Peru;France;Kylian Mbappé Lottin;;34.0;69.0;;;None;Peru;France;Pressure_None;Pressure_13;Pressure_None_13;7546;Pressure_None;Pressure_None_None;Zone 10;Zone 12
3188;754679;Ball Recovery;None;From Throw In;True;None;;;2023-12-01 00:36:54.790;1;36;;2023-12-01 00:36:54.790;Peru;Peru;Miguel Ángel Trauco Saavedra;;86.0;13.0;;;None;Peru;France;Ball Recovery_None;Ball Recovery_4;Ball Recovery_None_4;7546;Ball Recovery_None;Ball Recovery_None_None;Zone 3;Zone 12
3189;754679;Pressure;None;From Throw In;None;None;;;2023-12-01 00:36:55.323;1;36;1.52;2023-12-01 00:36:56.843;Peru;France;Kylian Mbappé Lottin;;35.0;74.0;;;None;Peru;France;Pressure_None;Pressure_14;Pressure_None_14;7546;Pressure_None;Pressure_None_None;Zone 10;Zone 12
3190;754679;Pass;None;From Throw In;True;None;8.062258;Christian Alberto Cueva Bravo;2023-12-01 00:36:56.790;1;36;0.813;2023-12-01 00:36:57.603;Peru;Peru;Miguel Ángel Trauco Saavedra;Left Foot;86.0;11.0;93.0;15.0;Incomplete;Peru;France;Pass_None;Pass_26;Pass_None_24;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 3;Zone 3
3191;75468;Pass;Throw-in;From Throw In;None;None;25.079872;José Paolo Guerrero González;2023-12-01 00:02:52.950;1;2;1.733;2023-12-01 00:02:54.683;Peru;Peru;Miguel Ángel Trauco Saavedra;;88.0;1.0;111.0;11.0;Incomplete;Peru;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7546;Pass_Incomplete;Pass_Throw-in_Incomplete;Zone 3;Zone 4
3192;75468;Pass;Interception;From Throw In;None;None;6.3245554;Kylian Mbappé Lottin;2023-12-01 00:02:54.683;1;2;1.24;2023-12-01 00:02:55.923;Peru;France;Benjamin Pavard;Head;10.0;70.0;12.0;76.0;None;Peru;France;Pass_Interception;Pass_2;Pass_Interception_1;7546;Pass_None;Pass_Interception_None;Zone 9;Zone 9
3193;75468;Pressure;None;From Throw In;None;None;;;2023-12-01 00:02:55.350;1;2;1.813;2023-12-01 00:02:57.163;Peru;Peru;Édison Michael Flores Peralta;;100.0;13.0;;;None;Peru;France;Pressure_None;Pressure_1;Pressure_None_1;7546;Pressure_None;Pressure_None_None;Zone 3;Zone 12
3194;75468;Foul Committed;None;From Throw In;None;None;;;2023-12-01 00:02:58.523;1;2;;2023-12-01 00:02:58.523;Peru;Peru;Édison Michael Flores Peralta;;107.0;3.0;;;None;Peru;France;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7546;Foul Committed_None;Foul Committed_None_None;Zone 4;Zone 12
3195;754680;Interception;None;From Counter;None;None;;;2023-12-01 00:36:57.603;1;36;;2023-12-01 00:36:57.603;France;France;N'Golo Kanté;;28.0;66.0;;;Won;Peru;France;Interception_None;Interception_1;Interception_None_1;7546;Interception_Won;Interception_None_Won;Zone 10;Zone 12
3196;754680;Pass;None;From Counter;None;None;13.416408;Antoine Griezmann;2023-12-01 00:36:58.403;1;36;0.68;2023-12-01 00:36:59.083;France;France;N'Golo Kanté;Right Foot;28.0;68.0;34.0;56.0;None;Peru;France;Pass_None;Pass_1;Pass_None_1;7546;Pass_None;Pass_None_None;Zone 10;Zone 6
3197;754680;Pass;None;From Counter;None;None;22.847319;Samuel Yves Umtiti;2023-12-01 00:37:01.763;1;37;1.72;2023-12-01 00:37:03.483;France;France;Antoine Griezmann;Right Foot;37.0;44.0;28.0;23.0;None;Peru;France;Pass_None;Pass_2;Pass_None_2;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3198;754680;Pass;None;From Counter;None;None;28.42534;Lucas Hernández Pi;2023-12-01 00:37:03.763;1;37;2.56;2023-12-01 00:37:06.323;France;France;Samuel Yves Umtiti;Left Foot;29.0;21.0;51.0;3.0;None;Peru;France;Pass_None;Pass_3;Pass_None_3;7546;Pass_None;Pass_None_None;Zone 6;Zone 2
3199;754680;Pass;None;From Counter;None;None;4.472136;Blaise Matuidi;2023-12-01 00:37:09.043;1;37;0.92;2023-12-01 00:37:09.963;France;France;Lucas Hernández Pi;Left Foot;72.0;5.0;76.0;3.0;None;Peru;France;Pass_None;Pass_4;Pass_None_4;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3200;754680;Pass;None;From Counter;None;None;13.416408;Paul Labile Pogba;2023-12-01 00:37:10.163;1;37;0.88;2023-12-01 00:37:11.043;France;France;Blaise Matuidi;Left Foot;77.0;3.0;65.0;9.0;None;Peru;France;Pass_None;Pass_5;Pass_None_5;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3201;754680;Pass;None;From Counter;None;None;12.083046;Blaise Matuidi;2023-12-01 00:37:11.283;1;37;1.04;2023-12-01 00:37:12.323;France;France;Paul Labile Pogba;Right Foot;65.0;8.0;76.0;3.0;None;Peru;France;Pass_None;Pass_6;Pass_None_6;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3202;754680;Pass;None;From Counter;None;None;8.5440035;Paul Labile Pogba;2023-12-01 00:37:13.883;1;37;0.92;2023-12-01 00:37:14.803;France;France;Blaise Matuidi;Left Foot;76.0;2.0;68.0;5.0;None;Peru;France;Pass_None;Pass_7;Pass_None_7;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3203;754680;Pass;None;From Counter;None;None;6.4031243;Antoine Griezmann;2023-12-01 00:37:15.643;1;37;0.64;2023-12-01 00:37:16.283;France;France;Paul Labile Pogba;Right Foot;67.0;6.0;71.0;11.0;None;Peru;France;Pass_None;Pass_8;Pass_None_8;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3204;754680;Pass;None;From Counter;None;None;8.5440035;Blaise Matuidi;2023-12-01 00:37:16.403;1;37;0.68;2023-12-01 00:37:17.083;France;France;Antoine Griezmann;Left Foot;71.0;10.0;79.0;7.0;None;Peru;France;Pass_None;Pass_9;Pass_None_9;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3205;754680;Pass;None;From Counter;None;None;8.944272;Antoine Griezmann;2023-12-01 00:37:18.163;1;37;0.8;2023-12-01 00:37:18.963;France;France;Blaise Matuidi;Left Foot;80.0;7.0;88.0;11.0;None;Peru;France;Pass_None;Pass_10;Pass_None_10;7546;Pass_None;Pass_None_None;Zone 3;Zone 3
3206;754680;Pressure;None;From Counter;None;None;;;2023-12-01 00:37:18.390;1;37;1.693;2023-12-01 00:37:20.083;France;Peru;Pedro Jesús Aquino Sánchez;;43.0;65.0;;;None;Peru;France;Pressure_None;Pressure_1;Pressure_None_1;7546;Pressure_None;Pressure_None_None;Zone 10;Zone 12
3207;754680;Pass;None;From Counter;None;None;6.4031243;Olivier Giroud;2023-12-01 00:37:20.163;1;37;0.347;2023-12-01 00:37:20.510;France;France;Antoine Griezmann;Left Foot;94.0;15.0;98.0;20.0;Incomplete;Peru;France;Pass_None;Pass_11;Pass_None_11;7546;Pass_Incomplete;Pass_None_Incomplete;Zone 3;Zone 7
3208;754681;Interception;None;Regular Play;None;None;;;2023-12-01 00:37:20.510;1;37;;2023-12-01 00:37:20.510;Peru;Peru;Christian Guillermo Martín Ramos Garagay;;23.0;61.0;;;Won;Peru;France;Interception_None;Interception_1;Interception_None_1;7546;Interception_Won;Interception_None_Won;Zone 6;Zone 12
3209;754681;Pass;None;Regular Play;None;None;24.698177;Christian Alberto Cueva Bravo;2023-12-01 00:37:22.430;1;37;1.76;2023-12-01 00:37:24.190;Peru;Peru;Christian Guillermo Martín Ramos Garagay;Right Foot;26.0;62.0;35.0;39.0;None;Peru;France;Pass_None;Pass_1;Pass_None_1;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3210;754681;Pass;None;Regular Play;None;None;4.1231055;Víctor Yoshimar Yotún Flores;2023-12-01 00:37:24.230;1;37;0.68;2023-12-01 00:37:24.910;Peru;Peru;Christian Alberto Cueva Bravo;Right Foot;35.0;39.0;31.0;40.0;None;Peru;France;Pass_None;Pass_2;Pass_None_2;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3211;754681;Pressure;None;Regular Play;None;None;;;2023-12-01 00:37:25.723;1;37;1.28;2023-12-01 00:37:27.003;Peru;France;Olivier Giroud;;98.0;24.0;;;None;Peru;France;Pressure_None;Pressure_1;Pressure_None_1;7546;Pressure_None;Pressure_None_None;Zone 7;Zone 12
3212;754681;Foul Committed;None;Regular Play;None;None;;;2023-12-01 00:37:26.990;1;37;;2023-12-01 00:37:26.990;Peru;France;Olivier Giroud;;82.0;50.0;;;None;Peru;France;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7546;Foul Committed_None;Foul Committed_None_None;Zone 7;Zone 12
3213;754682;Pass;None;Regular Play;None;None;5.0;Pedro Jesús Aquino Sánchez;2023-12-01 00:37:44.150;1;37;1.52;2023-12-01 00:37:45.670;Peru;Peru;Christian Guillermo Martín Ramos Garagay;Right Foot;56.0;56.0;56.0;51.0;None;Peru;France;Pass_None;Pass_1;Pass_None_1;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3214;754682;Pass;None;Regular Play;None;None;24.698177;Alberto Junior Rodríguez Valdelomar;2023-12-01 00:37:46.910;1;37;1.76;2023-12-01 00:37:48.670;Peru;Peru;Pedro Jesús Aquino Sánchez;Right Foot;56.0;51.0;47.0;28.0;None;Peru;France;Pass_None;Pass_2;Pass_None_2;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3215;754682;Pass;None;Regular Play;None;None;10.816654;Christian Alberto Cueva Bravo;2023-12-01 00:37:48.670;1;37;1.64;2023-12-01 00:37:50.310;Peru;Peru;Alberto Junior Rodríguez Valdelomar;Right Foot;47.0;28.0;56.0;22.0;None;Peru;France;Pass_None;Pass_3;Pass_None_3;7546;Pass_None;Pass_None_None;Zone 6;Zone 6
3216;754682;Pass;None;Regular Play;None;None;7.071068;Víctor Yoshimar Yotún Flores;2023-12-01 00:37:54.590;1;37;0.68;2023-12-01 00:37:55.270;Peru;Peru;Christian Alberto Cueva Bravo;Right Foot;73.0;21.0;74.0;28.0;None;Peru;France;Pass_None;Pass_4;Pass_None_4;7546;Pass_None;Pass_None_None;Zone 7;Zone 7
3217;754682;Pass;None;Regular Play;None;None;28.178005;Miguel Ángel Trauco Saavedra;2023-12-01 00:37:55.270;1;37;1.24;2023-12-01 00:37:56.510;Peru;Peru;Víctor Yoshimar Yotún Flores;Left Foot;74.0;28.0;87.0;3.0;None;Peru;France;Pass_None;Pass_5;Pass_None_5;7546;Pass_None;Pass_None_None;Zone 7;Zone 3
3218;754682;Pressure;None;Regular Play;None;None;;;2023-12-01 00:37:55.323;1;37;0.44;2023-12-01 00:37:55.763;Peru;France;N'Golo Kanté;;46.0;49.0;;;None;Peru;France;Pressure_None;Pressure_1;Pressure_None_1;7546;Pressure_None;Pressure_None_None;Zone 6;Zone 12
